num_corre,día_ocu,año_ocu,hora_ocu,mes_ocu,día_sem_ocu,mupio_ocu,depto_ocu,área_geo_ocu,sexo_per,zona_ocu,edad_per,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,tipo_eve,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,g_hora,g_hora_5,g_modelo_veh
9632,2,2016,3,4,6,101,1,1,9,12,999,9,9,99,999,99,9999,5,16,12,18,1,1,6
9633,2,2016,21,4,6,101,1,1,2,11,33,9,1,1,28,2,2003,5,5,5,7,4,3,4
9634,2,2016,11,4,6,112,1,2,1,99,43,9,1,11,48,2,2007,5,7,7,9,2,1,4
9635,2,2016,22,4,6,112,1,1,9,99,999,9,9,99,999,2,9999,5,16,12,18,4,3,6
9636,2,2016,3,4,6,117,1,1,1,99,30,1,1,4,3,7,2015,5,5,5,7,1,1,5
9637,2,2016,20,4,6,1905,19,2,9,99,999,9,9,6,999,99,9999,5,16,12,18,4,3,6
9638,2,2016,18,4,6,1202,12,1,9,99,999,9,9,3,48,2,9999,5,16,12,18,4,3,6
9639,2,2016,12,4,6,1604,16,2,1,99,63,1,1,3,52,6,9999,5,11,11,13,3,2,6
9640,2,2016,15,4,6,1616,16,2,9,99,999,9,9,4,999,99,9999,5,16,12,18,3,2,6
9641,3,2016,3,4,7,101,1,1,9,9,999,9,9,1,999,99,9999,5,16,12,18,1,1,6
9642,3,2016,17,4,7,101,1,1,1,7,61,9,1,1,48,4,2011,5,11,11,13,3,2,5
9643,3,2016,12,4,7,2201,22,2,1,99,24,9,1,1,52,9,1998,5,3,3,5,3,2,3
9644,3,2016,0,4,7,1002,10,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,1,1,6
9645,3,2016,9,4,7,1001,10,2,9,99,999,9,9,5,999,99,9999,5,16,12,18,2,1,6
9646,3,2016,20,4,7,1105,11,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9647,3,2016,23,4,7,1312,13,2,9,99,999,9,9,3,999,3,9999,5,16,12,18,4,3,6
9648,3,2016,7,4,7,1312,13,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,2,1,6
9649,3,2016,20,4,7,1416,14,2,9,99,999,9,9,4,999,99,9999,5,16,12,18,4,3,6
9650,3,2016,18,4,7,416,4,2,9,99,999,9,9,12,999,1,9999,5,16,12,18,4,3,6
9651,4,2016,10,4,1,107,1,2,9,99,999,9,9,2,999,4,9999,5,16,12,18,2,1,6
9652,4,2016,18,4,1,117,1,2,9,99,999,9,9,12,999,99,9999,5,16,12,18,4,3,6
9653,4,2016,7,4,1,2217,22,2,1,99,64,9,1,3,69,2,2015,5,11,11,13,2,1,5
9654,4,2016,19,4,1,2009,20,2,9,99,999,9,9,10,999,99,9999,5,16,12,18,4,3,6
9655,4,2016,11,4,1,1905,19,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,2,1,6
9656,4,2016,19,4,1,1301,13,2,9,99,999,9,9,3,999,2,9999,5,16,12,18,4,3,6
9657,4,2016,2,4,1,1801,18,2,1,99,32,2,1,1,69,6,2000,5,5,5,7,1,1,4
9658,4,2016,7,4,1,401,4,1,9,99,999,9,9,1,999,99,9999,5,16,12,18,2,1,6
9659,5,2016,20,4,2,107,1,2,1,99,24,9,1,11,69,2,2008,5,3,3,5,4,3,4
9660,5,2016,20,4,2,101,1,1,9,11,999,9,9,1,999,5,9999,5,16,12,18,4,3,6
9661,5,2016,15,4,2,511,5,2,1,99,38,9,1,5,69,2,2008,5,6,6,8,3,2,4
9662,5,2016,22,4,2,1420,14,2,9,99,999,9,9,4,999,99,9999,5,16,12,18,4,3,6
9663,5,2016,19,4,2,401,4,2,9,99,999,9,9,6,999,99,9999,5,16,12,18,4,3,6
9664,6,2016,21,4,3,101,1,1,1,1,33,1,1,3,69,1,1988,5,5,5,7,4,3,2
9665,6,2016,14,4,3,106,1,1,9,99,999,9,9,1,999,4,9999,5,16,12,18,3,2,6
9666,6,2016,14,4,3,117,1,1,1,99,65,9,1,3,14,7,1980,5,12,11,14,3,2,2
9667,6,2016,18,4,3,501,5,1,1,99,18,1,1,4,6,5,9999,5,2,2,4,4,3,6
9668,6,2016,11,4,3,1701,17,2,1,99,36,1,1,3,31,99,9999,5,6,6,8,2,1,6
9669,7,2016,10,4,4,113,1,2,1,99,22,1,1,1,69,2,1997,5,3,3,5,2,1,3
9670,7,2016,10,4,4,113,1,2,1,99,27,1,1,4,32,1,9999,5,4,4,6,2,1,6
9671,7,2016,12,4,4,511,5,2,1,99,20,1,1,4,32,3,9999,5,3,3,5,3,2,6
9672,7,2016,23,4,4,506,5,1,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9673,7,2016,21,4,4,1014,10,2,1,99,52,2,1,99,999,99,9999,5,9,9,11,4,3,6
9674,7,2016,19,4,4,923,9,1,1,99,20,9,1,2,69,4,9999,5,3,3,5,4,3,6
9675,7,2016,22,4,4,806,8,2,9,99,999,9,9,1,999,99,9999,5,16,12,18,4,3,6
9676,7,2016,8,4,4,207,2,2,1,99,42,1,1,4,18,3,9999,5,7,7,9,2,1,6
9677,7,2016,12,4,4,1701,17,1,1,99,45,1,1,4,27,5,2004,5,8,8,10,3,2,4
9678,7,2016,22,4,4,307,3,2,1,99,24,9,1,1,56,99,2011,5,3,3,5,4,3,5
9679,8,2016,16,4,5,101,1,1,1,11,25,1,1,4,999,99,9999,5,4,4,6,3,2,6
9680,8,2016,16,4,5,101,1,1,1,11,25,1,1,4,6,5,9999,5,4,4,6,3,2,6
9681,8,2016,19,4,5,113,1,1,1,99,22,9,1,4,6,1,2009,5,3,3,5,4,3,4
9682,8,2016,21,4,5,113,1,2,2,99,21,1,1,1,48,4,2006,5,3,3,5,4,3,4
9683,8,2016,13,4,5,502,5,1,1,99,24,9,1,4,76,1,2015,5,3,3,5,3,2,5
9684,8,2016,20,4,5,1105,11,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9685,8,2016,8,4,5,920,9,1,1,99,19,1,1,1,48,1,9999,5,2,2,4,2,1,6
9686,8,2016,19,4,5,1507,15,2,1,99,39,1,1,1,69,6,1993,5,6,6,8,4,3,3
9687,9,2016,1,4,6,101,1,1,1,12,21,2,1,1,10,4,2011,5,3,3,5,1,1,5
9688,9,2016,17,4,6,109,1,1,1,99,20,2,1,4,999,99,9999,5,3,3,5,3,2,6
9689,9,2016,14,4,6,601,6,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,3,2,6
9690,9,2016,19,4,6,1013,10,1,1,99,33,2,1,1,28,2,2004,5,5,5,7,4,3,4
9691,9,2016,22,4,6,1107,11,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9692,9,2016,22,4,6,1306,13,2,1,99,22,9,1,3,999,9,9999,5,3,3,5,4,3,6
9693,9,2016,19,4,6,1616,16,1,9,99,999,9,9,4,999,99,9999,5,16,12,18,4,3,6
9694,9,2016,17,4,6,1501,15,1,1,99,30,2,1,4,67,5,2006,5,5,5,7,3,2,4
9695,9,2016,0,4,6,1701,17,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,1,1,6
9696,9,2016,12,4,6,401,4,1,9,99,999,9,9,12,999,99,9999,5,16,12,18,3,2,6
9697,9,2016,18,4,6,308,3,1,1,99,30,1,1,1,73,5,2000,5,5,5,7,4,3,4
9698,10,2016,0,4,7,101,1,1,9,6,999,9,9,1,999,4,9999,5,16,12,18,1,1,6
9699,10,2016,14,4,7,101,1,1,9,18,999,9,9,1,48,11,9999,5,16,12,18,3,2,6
9700,10,2016,3,4,7,601,6,2,9,99,999,9,9,1,999,99,9999,5,16,12,18,1,1,6
9701,10,2016,8,4,7,1021,10,2,9,99,999,9,9,1,999,99,9999,5,16,12,18,2,1,6
9702,10,2016,9,4,7,901,9,1,1,99,44,1,1,1,69,1,9999,5,7,7,9,2,1,6
9703,10,2016,14,4,7,1403,14,2,9,99,999,9,9,1,999,99,9999,5,16,12,18,3,2,6
9704,11,2016,13,4,1,502,5,2,1,99,20,1,1,4,18,5,2008,5,3,3,5,3,2,4
9705,11,2016,11,4,1,901,9,1,9,99,999,9,9,12,30,6,1990,5,16,12,18,2,1,3
9706,11,2016,5,4,1,1327,13,2,1,99,45,9,1,3,69,7,1989,5,8,8,10,1,1,2
9707,11,2016,18,4,1,1609,16,2,9,99,999,9,9,1,999,99,9999,5,16,12,18,4,3,6
9708,11,2016,14,4,1,1601,16,1,9,99,999,9,9,12,999,7,9999,5,16,12,18,3,2,6
9709,11,2016,19,4,1,1507,15,2,9,99,999,9,9,1,999,99,9999,5,16,12,18,4,3,6
9710,12,2016,13,4,2,1904,19,2,9,99,999,9,9,4,76,5,9999,5,16,12,18,3,2,6
9711,12,2016,7,4,2,513,5,2,9,99,999,9,9,1,999,99,9999,5,16,12,18,2,1,6
9712,12,2016,18,4,2,207,2,2,1,99,28,1,1,14,6,1,9999,5,4,4,6,4,3,6
9713,12,2016,6,4,2,1803,18,2,9,99,999,9,9,4,999,99,9999,5,16,12,18,2,1,6
9714,12,2016,20,4,2,1701,17,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9715,12,2016,14,4,2,414,4,2,1,99,33,9,1,4,6,99,2009,5,5,5,7,3,2,4
9716,13,2016,14,4,3,117,1,1,1,99,45,9,1,12,30,7,9999,5,8,8,10,3,2,6
9717,13,2016,19,4,3,2205,22,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9718,13,2016,12,4,3,1901,19,2,9,99,999,9,9,99,999,4,9999,5,16,12,18,3,2,6
9719,13,2016,7,4,3,501,5,1,1,99,21,9,1,4,6,3,9999,5,3,3,5,2,1,6
9720,13,2016,21,4,3,1020,10,2,1,99,36,2,1,4,25,5,9999,5,6,6,8,4,3,6
9721,13,2016,19,4,3,1306,13,2,1,99,24,2,1,4,27,9,9999,5,3,3,5,4,3,6
9722,13,2016,2,4,3,1601,16,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,1,1,6
9723,13,2016,17,4,3,1501,15,2,9,99,999,9,9,3,999,1,9999,5,16,12,18,3,2,6
9724,14,2016,5,4,4,106,1,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,1,1,6
9725,15,2016,19,4,5,101,1,1,1,9,25,1,1,4,67,1,9999,5,4,4,6,4,3,6
9726,15,2016,18,4,5,101,1,1,1,12,50,2,1,3,69,2,9999,5,9,9,11,4,3,6
9727,15,2016,8,4,5,101,1,1,1,7,31,2,1,1,999,2,1988,5,5,5,7,2,1,2
9728,15,2016,23,4,5,101,1,1,9,12,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9729,15,2016,21,4,5,1901,19,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9730,15,2016,19,4,5,511,5,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9731,16,2016,21,4,5,1216,12,2,1,99,20,2,1,4,27,5,2013,5,3,3,5,4,3,5
9732,15,2016,21,4,5,1804,18,2,9,99,999,9,9,6,999,99,9999,5,16,12,18,4,3,6
9733,15,2016,12,4,5,308,3,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,3,2,6
9734,16,2016,16,4,6,101,1,1,1,7,25,1,1,4,6,5,2015,5,4,4,6,3,2,5
9735,16,2016,21,4,6,101,1,1,9,11,999,9,9,1,69,6,9999,5,16,12,18,4,3,6
9736,16,2016,20,4,6,112,1,2,9,99,999,9,9,1,999,5,9999,5,16,12,18,4,3,6
9737,16,2016,9,4,6,513,5,1,9,99,999,9,9,1,999,99,9999,5,16,12,18,2,1,6
9738,16,2016,13,4,6,1102,11,2,1,99,40,2,1,3,69,10,1984,5,7,7,9,3,2,2
9739,16,2016,0,4,6,901,9,1,1,99,20,2,1,4,6,5,9999,5,3,3,5,1,1,6
9740,16,2016,20,4,6,1615,16,2,1,99,16,1,2,4,32,3,9999,5,2,2,4,4,3,6
9741,16,2016,4,4,6,406,4,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,1,1,6
9742,17,2016,17,4,7,2201,22,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,3,2,6
9743,17,2016,19,4,7,1902,19,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9744,17,2016,19,4,7,1903,19,2,9,99,999,9,9,14,999,99,9999,5,16,12,18,4,3,6
9745,17,2016,5,4,7,1905,19,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,1,1,6
9746,17,2016,21,4,7,501,5,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9747,17,2016,10,4,7,502,5,1,1,99,23,9,1,4,3,5,9999,5,3,3,5,2,1,6
9748,17,2016,23,4,7,1615,16,2,1,99,16,9,2,4,20,3,9999,5,2,2,4,4,3,6
9749,17,2016,5,4,7,1614,16,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,1,1,6
9750,17,2016,12,4,7,409,4,2,2,99,37,9,1,1,69,4,2008,5,6,6,8,3,2,4
9751,17,2016,23,4,7,401,4,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9752,17,2016,21,4,7,406,4,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9753,17,2016,13,4,7,309,3,2,9,99,999,9,9,99,48,6,9999,5,16,12,18,3,2,6
9754,18,2016,19,4,1,511,5,2,1,99,35,2,1,4,6,17,2011,5,6,6,8,4,3,5
9755,18,2016,14,4,1,602,6,2,9,99,999,9,9,3,999,5,9999,5,16,12,18,3,2,6
9756,18,2016,13,4,1,1604,16,2,1,99,33,1,1,3,69,11,1984,5,5,5,7,3,2,2
9757,18,2016,13,4,1,701,7,2,9,99,999,9,9,3,999,99,9999,5,16,12,18,3,2,6
9758,18,2016,8,4,1,304,3,2,1,99,42,1,1,3,69,4,2012,5,7,7,9,2,1,5
9759,19,2016,6,4,2,101,1,1,1,1,21,9,1,4,25,5,9999,5,3,3,5,2,1,6
9760,19,2016,9,4,2,111,1,2,1,99,20,9,1,4,999,99,9999,5,3,3,5,2,1,6
9761,19,2016,23,4,2,112,1,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9762,19,2016,19,4,2,117,1,1,1,99,38,1,1,1,28,15,9999,5,6,6,8,4,3,6
9763,19,2016,23,4,2,1301,13,1,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9764,19,2016,22,4,2,1601,16,1,9,99,999,9,9,4,999,99,9999,5,16,12,18,4,3,6
9765,19,2016,23,4,2,1801,18,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9766,19,2016,0,4,2,1406,14,2,9,99,999,9,9,5,999,99,9999,5,16,12,18,1,1,6
9767,19,2016,5,4,2,401,4,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,1,1,6
9768,19,2016,8,4,2,401,4,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,2,1,6
9769,20,2016,13,4,3,111,1,2,9,99,999,9,9,2,999,5,9999,5,16,12,18,3,2,6
9770,20,2016,20,4,3,1903,19,2,9,99,999,9,9,1,999,99,9999,5,16,12,18,4,3,6
9771,20,2016,8,4,3,1607,16,2,1,99,33,1,1,5,41,2,2011,5,5,5,7,2,1,5
9772,20,2016,19,4,3,1411,14,2,1,99,26,2,1,9,69,3,9999,5,4,4,6,4,3,6
9773,20,2016,15,4,3,409,4,2,9,99,999,1,9,99,999,99,9999,5,16,12,18,3,2,6
9774,21,2016,12,4,4,101,1,1,9,21,999,9,9,1,999,99,9999,5,16,12,18,3,2,6
9775,21,2016,10,4,4,109,1,2,9,99,999,9,9,3,69,4,9999,5,16,12,18,2,1,6
9776,21,2016,14,4,4,117,1,1,1,99,30,1,1,1,117,5,9999,5,5,5,7,3,2,6
9777,21,2016,8,4,4,117,1,1,9,99,999,9,9,99,999,99,9999,5,16,12,18,2,1,6
9778,21,2016,21,4,4,1903,19,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9779,21,2016,15,4,4,1601,16,2,9,99,999,9,9,4,32,1,2012,5,16,12,18,3,2,5
9780,21,2016,21,4,4,1712,17,2,1,99,24,2,1,3,69,4,9999,5,3,3,5,4,3,6
9781,22,2016,21,4,5,101,1,1,1,1,46,9,1,5,31,2,1992,5,8,8,10,4,3,3
9782,22,2016,16,4,5,101,1,1,1,7,16,1,2,4,6,3,9999,5,2,2,4,3,2,6
9783,22,2016,20,4,5,101,1,1,9,7,999,9,9,1,999,99,9999,5,16,12,18,4,3,6
9784,22,2016,23,4,5,109,1,2,9,99,999,9,9,5,999,99,9999,5,16,12,18,4,3,6
9785,22,2016,18,4,5,505,5,2,9,99,999,9,9,4,999,99,9999,5,16,12,18,4,3,6
9786,22,2016,7,4,5,924,9,2,1,99,28,9,1,1,27,6,1989,5,4,4,6,2,1,2
9787,22,2016,3,4,5,1319,13,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,1,1,6
9788,22,2016,4,4,5,1710,17,2,1,99,999,9,1,6,999,99,9999,5,16,12,18,1,1,6
9789,22,2016,9,4,5,1413,14,2,1,99,20,9,1,14,27,9,9999,5,3,3,5,2,1,6
9790,23,2016,21,4,6,101,1,1,1,1,23,2,1,4,6,5,2015,5,3,3,5,4,3,5
9791,23,2016,8,4,6,101,1,1,9,7,999,9,9,1,999,99,9999,5,16,12,18,2,1,6
9792,23,2016,18,4,6,109,1,1,1,99,25,2,1,2,999,5,9999,5,4,4,6,4,3,6
9793,23,2016,16,4,6,117,1,1,9,99,999,9,9,99,999,99,9999,5,16,12,18,3,2,6
9794,23,2016,3,4,6,1903,19,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,1,1,6
9795,23,2016,3,4,6,1903,19,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,1,1,6
9796,23,2016,20,4,6,1901,19,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9797,23,2016,6,4,6,1010,10,2,1,99,23,9,1,3,999,1,1991,5,3,3,5,2,1,3
9798,23,2016,7,4,6,1105,11,2,1,99,999,9,1,1,52,4,9999,5,16,12,18,2,1,6
9799,23,2016,23,4,6,1107,11,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9800,23,2016,22,4,6,1610,16,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9801,23,2016,22,4,6,1501,15,2,1,99,24,2,1,4,999,5,9999,5,3,3,5,4,3,6
9802,23,2016,13,4,6,709,7,2,1,99,43,9,1,9,999,3,9999,5,7,7,9,3,2,6
9803,23,2016,20,4,6,401,4,1,9,99,999,9,9,4,999,99,9999,5,16,12,18,4,3,6
9804,23,2016,21,4,6,401,4,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9805,24,2016,4,4,7,101,1,1,9,12,999,9,9,99,999,99,9999,5,16,12,18,1,1,6
9806,24,2016,15,4,7,110,1,2,1,99,37,2,1,2,52,9,2002,5,6,6,8,3,2,4
9807,24,2016,20,4,7,117,1,1,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9808,24,2016,23,4,7,117,1,1,1,99,40,9,1,1,69,2,9999,5,7,7,9,4,3,6
9809,24,2016,6,4,7,2206,22,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,2,1,6
9810,24,2016,18,4,7,506,5,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9811,24,2016,19,4,7,601,6,2,1,99,51,9,1,2,69,7,1990,5,9,9,11,4,3,3
9812,24,2016,18,4,7,601,6,2,9,99,999,9,9,2,999,5,9999,5,16,12,18,4,3,6
9813,24,2016,13,4,7,901,9,1,1,99,23,9,1,4,6,3,2007,5,3,3,5,3,2,4
9814,24,2016,1,4,7,1609,16,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,1,1,6
9815,24,2016,23,4,7,1601,16,1,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9816,24,2016,20,4,7,1504,15,2,9,99,999,9,9,4,999,99,9999,5,16,12,18,4,3,6
9817,24,2016,16,4,7,1801,18,2,1,99,39,2,1,5,30,3,9999,5,6,6,8,3,2,6
9818,24,2016,21,4,7,1801,18,2,1,99,43,9,1,99,999,99,9999,5,7,7,9,4,3,6
9819,24,2016,16,4,7,1406,14,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,3,2,6
9820,25,2016,14,4,1,101,1,1,9,3,999,9,9,1,999,99,9999,5,16,12,18,3,2,6
9821,25,2016,12,4,1,101,1,1,1,15,34,1,1,1,69,2,9999,5,5,5,7,3,2,6
9822,25,2016,20,4,1,1903,19,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9823,25,2016,8,4,1,1609,16,1,1,99,35,1,1,3,69,2,1987,5,6,6,8,2,1,2
9824,25,2016,17,4,1,1607,16,1,9,99,999,9,9,1,999,99,9999,5,16,12,18,3,2,6
9825,25,2016,20,4,1,1402,14,2,9,99,999,9,9,4,999,99,9999,5,16,12,18,4,3,6
9826,25,2016,15,4,1,310,3,1,1,99,20,1,1,9,17,2,1987,5,3,3,5,3,2,2
9827,26,2016,5,4,2,101,1,1,9,11,999,9,9,1,999,99,9999,5,16,12,18,1,1,6
9828,26,2016,9,4,2,109,1,1,9,99,999,9,9,99,999,99,9999,5,16,12,18,2,1,6
9829,26,2016,19,4,2,923,9,2,9,99,999,9,9,4,999,99,9999,5,16,12,18,4,3,6
9830,26,2016,19,4,2,1304,13,2,1,99,37,2,1,3,69,3,1994,5,6,6,8,4,3,3
9831,26,2016,11,4,2,416,4,2,9,99,999,9,9,3,999,99,9999,5,16,12,18,2,1,6
9832,27,2016,23,4,3,101,1,1,1,6,22,9,1,12,7,7,1990,5,3,3,5,4,3,3
9833,27,2016,5,4,3,101,1,1,9,7,999,9,9,99,999,99,9999,5,16,12,18,1,1,6
9834,27,2016,16,4,3,101,1,1,1,11,38,9,1,4,6,1,2016,5,6,6,8,3,2,5
9835,27,2016,7,4,3,2001,20,2,1,99,34,1,1,6,30,8,9999,5,5,5,7,2,1,6
9836,27,2016,14,4,3,505,5,1,1,99,27,1,1,16,999,99,9999,5,4,4,6,3,2,6
9837,27,2016,11,4,3,614,6,2,1,99,26,9,1,99,69,6,1994,5,4,4,6,2,1,3
9838,27,2016,14,4,3,1301,13,1,1,99,30,2,1,4,27,1,2013,5,5,5,7,3,2,5
9839,27,2016,23,4,3,1801,18,2,1,99,42,9,1,12,999,99,9999,5,7,7,9,4,3,6
9840,27,2016,15,4,3,404,4,1,1,99,21,9,1,4,6,1,2016,5,3,3,5,3,2,5
9841,27,2016,15,4,3,302,3,2,1,99,26,9,1,4,32,4,9999,5,4,4,6,3,2,6
9842,28,2016,21,4,4,601,6,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9843,28,2016,12,4,4,1307,13,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,3,2,6
9844,28,2016,17,4,4,1613,16,1,9,99,999,9,9,99,999,99,9999,5,16,12,18,3,2,6
9845,28,2016,2,4,4,203,2,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,1,1,6
9846,28,2016,7,4,4,1801,18,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,2,1,6
9847,28,2016,8,4,4,1803,18,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,2,1,6
9848,29,2016,9,4,5,101,1,1,1,4,23,9,1,1,69,2,1981,5,3,3,5,2,1,2
9849,29,2016,17,4,5,101,1,1,9,1,999,9,9,99,999,99,9999,5,16,12,18,3,2,6
9850,29,2016,19,4,5,111,1,2,1,99,18,9,1,4,67,5,9999,5,2,2,4,4,3,6
9851,29,2016,14,4,5,110,1,2,9,99,999,9,9,3,56,99,9999,5,16,12,18,3,2,6
9852,29,2016,21,4,5,1801,18,2,1,99,25,9,1,4,27,4,9999,5,4,4,6,4,3,6
9853,30,2016,0,4,6,101,1,1,1,7,34,2,1,1,999,99,9999,5,5,5,7,1,1,6
9854,30,2016,19,4,6,101,1,1,9,11,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9855,30,2016,22,4,6,117,1,2,9,99,999,9,9,1,999,99,9999,5,16,12,18,4,3,6
9856,30,2016,23,4,6,2101,21,2,1,99,22,2,1,4,67,3,2007,5,3,3,5,4,3,4
9857,30,2016,17,4,6,513,5,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,3,2,6
9858,30,2016,21,4,6,507,5,2,9,99,999,9,9,3,999,99,9999,5,16,12,18,4,3,6
9859,30,2016,20,4,6,501,5,2,9,99,999,9,9,1,999,99,9999,5,16,12,18,4,3,6
9860,30,2016,19,4,6,501,5,2,1,99,45,2,1,1,999,6,9999,5,8,8,10,4,3,6
9861,30,2016,23,4,6,1602,16,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9862,30,2016,21,4,6,1801,18,2,9,99,999,9,9,4,999,99,9999,5,16,12,18,4,3,6
9863,1,2016,3,5,7,101,1,1,1,5,27,1,1,1,10,4,2004,5,4,4,6,1,1,4
9864,1,2016,17,5,7,101,1,1,9,11,999,9,9,99,999,99,9999,5,16,12,18,3,2,6
9865,1,2016,0,5,7,109,1,2,9,99,999,9,9,3,999,99,9999,5,16,12,18,1,1,6
9866,1,2016,22,5,7,117,1,1,1,99,16,9,2,4,27,1,2006,5,2,2,4,4,3,4
9867,1,2016,13,5,7,513,5,2,9,99,999,9,9,1,999,99,9999,5,16,12,18,3,2,6
9868,1,2016,13,5,7,502,5,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,3,2,6
9869,1,2016,20,5,7,511,5,2,9,99,999,9,9,12,999,99,9999,5,16,12,18,4,3,6
9870,1,2016,19,5,7,1021,10,2,9,99,999,9,9,3,999,4,9999,5,16,12,18,4,3,6
9871,1,2016,22,5,7,806,8,2,1,99,15,9,2,3,69,2,9999,5,2,2,4,4,3,6
9872,1,2016,22,5,7,1613,16,2,1,99,26,9,1,4,6,1,9999,5,4,4,6,4,3,6
9873,1,2016,22,5,7,1503,15,2,1,99,20,2,1,4,18,5,2012,5,3,3,5,4,3,5
9874,1,2016,16,5,7,1401,14,2,1,99,20,1,1,4,27,5,2011,5,3,3,5,3,2,5
9875,2,2016,8,5,1,101,1,1,1,1,21,9,1,12,999,1,9999,5,3,3,5,2,1,6
9876,2,2016,5,5,1,109,1,1,1,99,28,9,1,4,32,5,2015,5,4,4,6,1,1,5
9877,2,2016,8,5,1,1903,19,1,1,99,30,1,1,7,69,2,2008,5,5,5,7,2,1,4
9878,2,2016,17,5,1,501,5,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,3,2,6
9879,2,2016,21,5,1,1602,16,2,9,99,999,9,9,3,999,2,9999,5,16,12,18,4,3,6
9880,2,2016,21,5,1,1609,16,2,9,99,999,9,9,4,999,99,9999,5,16,12,18,4,3,6
9881,2,2016,7,5,1,1610,16,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,2,1,6
9882,2,2016,19,5,1,1805,18,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,4,3,6
9883,3,2016,12,5,2,101,1,1,1,9,35,1,1,4,18,5,2003,5,6,6,8,3,2,4
9884,3,2016,10,5,2,101,1,1,9,7,999,9,9,99,999,99,9999,5,16,12,18,2,1,6
9885,3,2016,15,5,2,2217,22,2,1,99,66,2,1,3,69,3,1982,5,12,11,14,3,2,2
9886,4,2016,1,5,3,106,1,2,9,99,999,9,9,4,999,99,9999,5,16,12,18,1,1,6
9887,4,2016,10,5,3,2101,21,1,1,99,29,2,1,4,103,1,2009,5,4,4,6,2,1,4
9888,4,2016,1,5,3,1601,16,2,9,99,999,9,9,99,999,99,9999,5,16,12,18,1,1,6
9889,4,2016,1,5,3,1701,17,2,9,99,999,9,9,99,999,2,9999,5,16,12,18,1,1,6
