núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,mupio_ocu,depto_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
6638,2017,22,1,1,1,10,7,101,1,10,1,999,16,12,18,9,1,4,5,5,2012,5,1
6639,2017,22,9,2,1,10,7,101,1,5,1,45,8,8,10,9,1,4,6,5,9999,6,1
6640,2017,22,9,2,1,10,7,101,1,5,1,999,16,12,18,9,9,1,10,2,1998,3,1
6641,2017,22,0,1,1,10,7,101,1,11,1,999,16,12,18,9,1,4,999,5,9999,6,2
6642,2017,22,0,1,1,10,7,110,1,99,1,22,3,3,5,2,1,4,20,5,9999,6,2
6643,2017,22,7,2,1,10,7,111,1,99,1,999,16,12,18,9,1,99,999,99,9999,6,1
6644,2017,22,7,2,1,10,7,111,1,99,1,30,5,5,7,9,1,4,18,5,9999,6,1
6645,2017,22,14,3,2,10,7,117,1,99,1,42,7,7,9,1,1,1,999,2,9999,6,1
6646,2017,22,14,3,2,10,7,117,1,99,1,999,16,12,18,9,1,1,48,5,2005,4,1
6647,2017,22,13,3,2,10,7,601,6,99,1,34,5,5,7,9,1,3,69,2,2013,5,1
6648,2017,22,13,3,2,10,7,601,6,99,1,55,10,10,12,9,1,1,69,6,1994,3,1
6649,2017,22,9,2,1,10,7,202,2,99,1,40,7,7,9,9,1,5,52,2,9999,6,1
6650,2017,22,9,2,1,10,7,202,2,99,1,28,4,4,6,9,1,3,69,3,9999,6,1
6651,2017,22,20,4,3,10,7,207,2,99,1,20,3,3,5,9,1,4,18,5,2014,5,2
6652,2017,22,23,4,3,10,7,1804,18,99,1,35,6,6,8,2,1,5,26,2,9999,6,1
6653,2017,22,23,4,3,10,7,1804,18,99,1,41,7,7,9,9,1,4,43,3,9999,6,1
6654,2017,23,17,3,2,10,1,101,1,9,1,49,8,8,10,1,1,5,26,4,2015,5,1
6655,2017,23,17,3,2,10,1,101,1,9,1,31,5,5,7,1,1,4,100,1,2016,5,1
6656,2017,23,17,3,2,10,1,101,1,9,1,24,3,3,5,1,1,4,64,6,2017,5,1
6657,2017,23,17,3,2,10,1,101,1,9,1,51,9,9,11,1,1,3,56,2,2013,5,1
6658,2017,23,17,3,2,10,1,101,1,9,1,28,4,4,6,9,1,4,27,1,2014,5,1
6659,2017,23,10,2,1,10,1,101,1,18,1,23,3,3,5,1,1,1,90,2,2004,4,1
6660,2017,23,10,2,1,10,1,101,1,18,2,23,3,3,5,9,1,1,27,9,2002,4,1
6661,2017,23,19,4,3,10,1,101,1,18,1,49,8,8,10,1,1,12,50,3,2010,5,1
6662,2017,23,19,4,3,10,1,101,1,18,1,20,3,3,5,9,1,4,32,1,2017,5,1
6663,2017,23,23,4,3,10,1,511,5,99,1,22,3,3,5,1,1,4,6,3,2017,5,1
6664,2017,23,23,4,3,10,1,511,5,99,1,30,5,5,7,1,1,4,3,3,2006,4,1
6665,2017,23,22,4,3,10,1,301,3,99,1,30,5,5,7,9,1,3,69,4,1987,2,4
6666,2017,23,19,4,3,10,1,308,3,99,1,68,12,11,14,1,1,1,69,1,1982,2,1
6667,2017,23,19,4,3,10,1,308,3,99,1,29,4,4,6,9,1,4,6,5,9999,6,1
6668,2017,24,9,2,1,10,2,101,1,1,1,62,11,11,13,1,1,11,999,2,9999,6,1
6669,2017,24,9,2,1,10,2,101,1,1,2,54,9,9,11,1,1,2,10,3,2008,4,1
6670,2017,24,5,1,1,10,2,101,1,1,1,29,4,4,6,9,1,4,32,5,9999,6,2
6671,2017,24,19,4,3,10,2,101,1,1,1,31,5,5,7,9,1,2,31,6,1991,3,1
6672,2017,24,19,4,3,10,2,101,1,1,1,20,3,3,5,9,1,4,25,5,9999,6,1
6673,2017,24,15,3,2,10,2,101,1,15,1,27,4,4,6,2,1,1,69,2,2002,4,2
6674,2017,24,6,2,1,10,2,101,1,12,2,20,3,3,5,9,1,1,89,5,2014,5,1
6675,2017,24,6,2,1,10,2,101,1,12,1,32,5,5,7,9,1,4,6,1,9999,6,1
6676,2017,24,0,1,1,10,2,501,5,99,1,18,2,2,4,2,1,2,69,4,9999,6,2
6677,2017,24,8,2,1,10,2,502,5,99,2,24,3,3,5,1,1,4,18,9,9999,6,1
6678,2017,24,8,2,1,10,2,502,5,99,1,23,3,3,5,1,1,4,67,99,9999,6,1
6679,2017,24,17,3,2,10,2,606,6,99,1,20,3,3,5,1,1,4,6,1,2004,4,1
6680,2017,24,17,3,2,10,2,606,6,99,1,35,6,6,8,1,1,3,69,2,2006,4,1
6681,2017,24,7,2,1,10,2,608,6,99,1,21,3,3,5,9,1,4,54,1,2016,5,2
6682,2017,24,18,4,3,10,2,1010,10,99,1,25,4,4,6,9,1,2,69,99,9999,6,1
6683,2017,24,18,4,3,10,2,1010,10,99,9,999,16,12,18,9,9,6,19,14,2004,4,1
6684,2017,24,20,4,3,10,2,207,2,99,1,31,5,5,7,9,1,3,31,5,9999,6,1
6685,2017,24,20,4,3,10,2,207,2,99,1,28,4,4,6,1,1,5,31,2,9999,6,1
6686,2017,24,18,4,3,10,2,1416,14,99,1,21,3,3,5,2,1,3,69,2,2009,4,1
6687,2017,24,18,4,3,10,2,1416,14,99,1,59,10,10,12,1,1,3,69,4,2018,5,1
6688,2017,24,20,4,3,10,2,301,3,99,1,23,3,3,5,9,1,4,32,5,9999,6,2
6689,2017,25,12,3,2,10,3,2201,22,99,1,39,6,6,8,1,1,5,26,2,2002,4,1
6690,2017,25,12,3,2,10,3,2201,22,99,1,19,2,2,4,1,1,4,6,1,9999,6,1
6691,2017,25,14,3,2,10,3,2101,21,99,1,29,4,4,6,9,1,5,26,3,2004,4,2
6692,2017,25,0,1,1,10,3,501,5,99,1,33,5,5,7,9,1,12,17,7,1998,3,1
6693,2017,25,0,1,1,10,3,501,5,99,1,34,5,5,7,1,1,4,67,1,9999,6,1
6694,2017,25,12,3,2,10,3,1609,16,99,1,36,6,6,8,1,1,12,41,7,2000,4,3
6695,2017,25,19,4,3,10,3,701,7,99,1,24,3,3,5,1,1,2,27,4,2005,4,3
6696,2017,25,22,4,3,10,3,401,4,99,1,23,3,3,5,1,1,1,73,4,9999,6,1
6697,2017,25,22,4,3,10,3,401,4,99,2,19,2,2,4,1,1,4,32,3,9999,6,1
6698,2017,25,18,4,3,10,3,102,1,99,1,17,2,2,4,9,2,4,18,1,9999,6,2
6699,2017,26,18,4,3,10,4,101,1,17,1,19,2,2,4,1,1,6,999,99,9999,6,1
6700,2017,26,18,4,3,10,4,101,1,17,1,25,4,4,6,1,1,1,52,2,9999,6,1
6701,2017,26,3,1,1,10,4,101,1,16,1,35,6,6,8,9,1,1,999,5,9999,6,1
6702,2017,26,3,1,1,10,4,101,1,16,2,18,2,2,4,9,1,1,10,4,9999,6,1
6703,2017,26,2,1,1,10,4,101,1,12,1,23,3,3,5,9,1,4,27,5,2015,5,1
6704,2017,26,2,1,1,10,4,101,1,12,2,28,4,4,6,9,1,1,27,3,2016,5,1
6705,2017,26,9,2,1,10,4,101,1,12,1,24,3,3,5,1,1,1,69,2,9999,6,1
6706,2017,26,9,2,1,10,4,101,1,12,1,24,3,3,5,1,1,4,6,3,9999,6,1
6707,2017,26,19,4,3,10,4,2001,20,99,1,67,12,11,14,1,1,1,27,6,1997,3,1
6708,2017,26,19,4,3,10,4,2001,20,99,1,34,5,5,7,1,1,4,67,17,2009,4,1
6709,2017,26,21,4,3,10,4,601,6,99,1,20,3,3,5,1,1,1,999,99,9999,6,1
6710,2017,26,21,4,3,10,4,601,6,99,1,999,16,12,18,1,2,4,6,1,2014,5,1
6711,2017,26,17,3,2,10,4,1101,11,99,1,55,10,10,12,1,1,3,69,1,1990,3,1
6712,2017,26,17,3,2,10,4,1101,11,99,1,52,9,9,11,2,1,3,69,2,1994,3,1
6713,2017,26,20,4,3,10,4,308,3,99,2,22,3,3,5,1,1,1,56,3,2015,5,1
6714,2017,26,20,4,3,10,4,308,3,99,1,15,2,2,4,1,2,4,67,1,9999,6,1
6715,2017,27,9,2,1,10,5,101,1,1,1,48,8,8,10,1,1,9,999,10,1988,2,1
6716,2017,27,9,2,1,10,5,101,1,1,1,29,4,4,6,9,1,4,6,5,2007,4,1
6717,2017,27,7,2,1,10,5,101,1,12,9,999,16,12,18,9,9,9,48,2,9999,6,1
6718,2017,27,7,2,1,10,5,101,1,12,1,24,3,3,5,9,1,10,28,2,2016,5,1
6719,2017,27,1,1,1,10,5,101,1,11,1,30,5,5,7,9,1,4,32,1,9999,6,1
6720,2017,27,1,1,1,10,5,101,1,11,9,999,16,12,18,9,9,99,999,99,9999,6,1
6721,2017,27,13,3,2,10,5,511,5,99,1,39,6,6,8,1,1,4,999,99,9999,6,1
6722,2017,27,13,3,2,10,5,511,5,99,9,999,16,12,18,9,9,1,8,2,9999,6,1
6723,2017,27,22,4,3,10,5,601,6,99,1,41,7,7,9,2,1,3,48,5,1987,2,1
6724,2017,27,22,4,3,10,5,601,6,99,1,24,3,3,5,1,1,3,69,4,2002,4,1
6725,2017,27,1,1,1,10,5,1103,11,99,1,23,3,3,5,1,1,4,999,99,9999,6,2
6726,2017,27,1,1,1,10,5,1103,11,99,9,999,16,12,18,9,9,6,999,99,9999,6,2
6727,2017,27,20,4,3,10,5,917,9,99,1,33,5,5,7,1,1,1,69,3,9999,6,1
6728,2017,27,20,4,3,10,5,917,9,99,9,999,16,12,18,9,9,5,30,2,9999,6,1
6729,2017,27,11,2,1,10,5,1601,16,99,1,30,5,5,7,9,1,4,6,5,2007,4,1
6730,2017,27,11,2,1,10,5,1601,16,99,1,46,8,8,10,9,1,12,999,7,9999,6,1
6731,2017,27,16,3,2,10,5,201,2,99,1,68,12,11,14,1,1,1,28,5,2000,4,1
6732,2017,27,16,3,2,10,5,201,2,99,1,32,5,5,7,1,1,4,6,1,2015,5,1
6733,2017,27,17,3,2,10,5,1801,18,99,1,29,4,4,6,9,1,6,999,5,1997,3,1
6734,2017,27,17,3,2,10,5,1801,18,99,1,32,5,5,7,9,1,4,999,1,2009,4,1
6735,2017,28,7,2,1,10,6,101,1,1,1,54,9,9,11,9,1,10,48,2,1995,3,1
6736,2017,28,7,2,1,10,6,101,1,1,1,34,5,5,7,9,1,1,48,1,2005,4,1
6737,2017,28,14,3,2,10,6,101,1,9,1,48,8,8,10,2,1,1,10,3,2013,5,2
6738,2017,28,0,1,1,10,6,109,1,99,1,39,6,6,8,9,1,6,19,2,2004,4,1
6739,2017,28,0,1,1,10,6,109,1,99,1,24,3,3,5,9,1,4,3,4,2004,4,1
6740,2017,28,2,1,1,10,6,117,1,99,1,25,4,4,6,2,1,4,6,5,2014,5,4
6741,2017,28,7,2,1,10,6,2001,20,99,1,22,3,3,5,9,1,4,67,5,9999,6,1
6742,2017,28,7,2,1,10,6,2001,20,99,9,999,16,12,18,9,9,4,28,9,9999,6,1
6743,2017,28,20,4,3,10,6,1905,19,99,1,32,5,5,7,9,1,4,76,9,2008,4,1
6744,2017,28,20,4,3,10,6,1905,19,99,1,35,6,6,8,9,1,6,19,3,1997,3,1
6745,2017,28,3,1,1,10,6,501,5,99,1,37,6,6,8,9,1,5,26,2,2012,5,1
6746,2017,28,3,1,1,10,6,501,5,99,1,33,5,5,7,9,1,3,69,4,2012,5,1
6747,2017,28,9,2,1,10,6,1004,10,99,1,44,7,7,9,9,1,3,54,5,9999,6,1
6748,2017,28,9,2,1,10,6,1004,10,99,1,23,3,3,5,9,1,4,54,5,9999,6,1
6749,2017,28,21,4,3,10,6,801,8,99,9,999,16,12,18,9,9,1,27,5,9999,6,2
6750,2017,28,7,2,1,10,6,1605,16,99,1,28,4,4,6,1,1,7,26,3,1992,3,3
6751,2017,28,17,3,2,10,6,1602,16,99,1,50,9,9,11,2,1,3,69,5,9999,6,1
6752,2017,28,17,3,2,10,6,1602,16,99,1,28,4,4,6,1,1,3,67,4,9999,6,1
6753,2017,28,19,4,3,10,6,1707,17,99,1,19,2,2,4,9,1,99,999,5,9999,6,1
6754,2017,28,19,4,3,10,6,1707,17,99,1,32,5,5,7,9,1,4,999,5,9999,6,1
6755,2017,28,19,4,3,10,6,1707,17,99,1,19,2,2,4,9,1,1,999,99,9999,6,3
6756,2017,28,8,2,1,10,6,401,4,99,1,43,7,7,9,9,1,3,69,1,9999,6,1
6757,2017,28,8,2,1,10,6,401,4,99,1,54,9,9,11,9,1,4,32,5,9999,6,1
6758,2017,29,8,2,1,10,7,101,1,1,1,27,4,4,6,9,1,4,3,1,2016,5,4
6759,2017,29,11,2,1,10,7,101,1,1,1,30,5,5,7,9,1,4,76,5,9999,6,4
6760,2017,29,16,3,2,10,7,101,1,18,1,35,6,6,8,9,1,3,69,1,9999,6,1
6761,2017,29,16,3,2,10,7,101,1,18,1,35,6,6,8,9,1,4,67,1,9999,6,1
6762,2017,29,1,1,1,10,7,101,1,11,1,22,3,3,5,2,1,1,27,2,9999,6,2
6763,2017,29,13,3,2,10,7,110,1,99,1,33,5,5,7,9,1,3,69,3,1994,3,2
6764,2017,29,18,4,3,10,7,2206,22,99,1,32,5,5,7,9,1,1,999,99,9999,6,1
6765,2017,29,18,4,3,10,7,2206,22,99,1,39,6,6,8,9,1,4,999,99,9999,6,1
6766,2017,29,20,4,3,10,7,208,2,99,1,999,16,12,18,9,1,3,10,2,9999,6,1
6767,2017,29,20,4,3,10,7,208,2,99,1,999,16,12,18,9,1,1,27,3,9999,6,1
6768,2017,29,20,4,3,10,7,208,2,99,1,999,16,12,18,9,1,5,17,2,9999,6,1
6769,2017,29,18,4,3,10,7,1709,17,99,9,999,16,12,18,9,9,3,69,99,9999,6,1
6770,2017,29,18,4,3,10,7,1709,17,99,1,26,4,4,6,9,1,4,67,5,9999,6,1
6771,2017,29,22,4,3,10,7,416,4,99,1,38,6,6,8,9,1,2,999,4,9999,6,1
6772,2017,29,22,4,3,10,7,416,4,99,1,41,7,7,9,9,1,9,48,2,2004,4,1
6773,2017,30,12,3,2,10,1,101,1,1,1,55,10,10,12,9,1,1,8,5,2006,4,1
6774,2017,30,12,3,2,10,1,101,1,1,1,23,3,3,5,9,1,4,67,1,9999,6,1
6775,2017,30,17,3,2,10,1,101,1,25,1,49,8,8,10,9,1,1,48,4,9999,6,1
6776,2017,30,17,3,2,10,1,101,1,25,1,20,3,3,5,9,1,6,19,2,1997,3,1
6777,2017,30,17,3,2,10,1,101,1,25,1,36,6,6,8,9,1,6,30,2,2016,5,1
6778,2017,30,7,2,1,10,1,101,1,12,2,33,5,5,7,1,1,1,28,11,2017,5,1
6779,2017,30,7,2,1,10,1,101,1,12,1,30,5,5,7,9,1,4,999,99,9999,6,1
6780,2017,30,18,4,3,10,1,101,1,7,1,67,12,11,14,1,1,4,6,1,2006,4,1
6781,2017,30,18,4,3,10,1,101,1,7,1,29,4,4,6,1,1,4,32,5,2017,5,1
6782,2017,30,19,4,3,10,1,101,1,7,1,30,5,5,7,1,1,4,32,5,2014,5,2
6783,2017,30,12,3,2,10,1,117,1,99,1,39,6,6,8,9,1,1,17,4,1991,3,1
6784,2017,30,12,3,2,10,1,117,1,99,1,37,6,6,8,9,1,4,999,99,9999,6,1
6785,2017,30,19,4,3,10,1,2201,22,99,1,40,7,7,9,9,1,4,27,5,9999,6,2
6786,2017,30,18,4,3,10,1,2205,22,99,1,18,2,2,4,2,1,4,32,99,9999,6,1
6787,2017,30,18,4,3,10,1,2205,22,99,1,25,4,4,6,1,1,4,76,5,9999,6,1
6788,2017,30,17,3,2,10,1,1001,10,99,1,24,3,3,5,1,1,3,69,4,9999,6,1
6789,2017,30,17,3,2,10,1,1001,10,99,1,24,3,3,5,1,1,4,67,5,9999,6,1
6790,2017,30,13,3,2,10,1,901,9,99,1,32,5,5,7,9,1,12,69,2,9999,6,1
6791,2017,30,13,3,2,10,1,901,9,99,9,999,16,12,18,9,9,2,41,14,9999,6,1
6792,2017,31,19,4,3,10,2,1613,16,99,1,20,3,3,5,2,1,4,999,99,9999,6,1
6793,2017,31,19,4,3,10,2,1613,16,99,1,21,3,3,5,1,1,4,67,1,2016,5,1
6794,2017,31,2,1,1,10,2,1504,15,99,1,26,4,4,6,9,1,3,69,3,9999,6,1
6795,2017,31,11,2,1,10,2,901,9,99,1,68,12,11,14,9,1,3,69,99,1998,3,1
6796,2017,31,11,2,1,10,2,901,9,99,1,18,2,2,4,9,1,4,999,99,9999,6,1
6797,2017,31,18,4,3,10,2,1901,19,99,1,47,8,8,10,9,1,6,19,2,9999,6,1
6798,2017,31,18,4,3,10,2,1901,19,99,1,31,5,5,7,9,1,4,27,1,9999,6,1
6799,2017,1,14,3,2,10,7,101,1,7,9,999,16,12,18,9,9,4,6,1,9999,6,5
6800,2017,1,11,2,1,10,7,109,1,99,1,64,11,11,13,9,1,1,999,99,9999,6,5
6801,2017,1,20,4,3,10,7,117,1,99,1,999,16,12,18,9,1,4,32,3,2017,5,5
6802,2017,1,21,4,3,10,7,2101,21,99,9,999,16,12,18,9,9,3,999,99,9999,6,5
6803,2017,1,21,4,3,10,7,901,9,99,9,999,16,12,18,9,9,3,999,99,9999,6,5
6804,2017,1,21,4,3,10,7,401,4,99,9,999,16,12,18,9,9,1,999,99,9999,6,5
6805,2017,2,15,3,2,10,1,101,1,17,1,21,3,3,5,9,1,9,67,3,2003,4,5
6806,2017,2,14,3,2,10,1,101,1,11,1,30,5,5,7,1,1,12,50,6,9999,6,5
6807,2017,2,22,4,3,10,1,101,1,11,1,59,10,10,12,9,1,6,19,2,9999,6,5
6808,2017,2,15,3,2,10,1,1008,10,99,1,66,12,11,14,1,1,5,17,8,1996,3,5
6809,2017,2,10,2,1,10,1,1706,17,99,1,54,9,9,11,9,1,9,69,2,9999,6,5
6810,2017,2,20,4,3,10,1,312,3,99,1,18,2,2,4,9,1,4,32,14,9999,6,5
6811,2017,3,19,4,3,10,2,101,1,12,1,40,7,7,9,1,1,2,69,5,1996,3,5
6812,2017,3,17,3,2,10,2,112,1,99,9,999,16,12,18,9,9,2,28,99,9999,6,5
6813,2017,3,10,2,1,10,2,1420,14,99,1,77,14,11,16,1,1,3,52,3,1985,2,5
6814,2017,3,12,3,2,10,2,710,7,99,1,24,3,3,5,1,1,5,31,2,9999,6,5
6815,2017,4,10,2,1,10,3,101,1,10,1,36,6,6,8,1,1,1,56,2,2002,4,5
6816,2017,4,7,2,1,10,3,101,1,12,1,39,6,6,8,9,1,1,10,2,9999,6,5
6817,2017,4,15,3,2,10,3,109,1,99,1,27,4,4,6,9,1,4,67,3,9999,6,5
6818,2017,4,20,4,3,10,3,710,7,99,1,33,5,5,7,1,1,1,67,5,9999,6,5
6819,2017,5,9,2,1,10,4,108,1,99,1,28,4,4,6,9,1,4,32,4,2013,5,5
6820,2017,5,12,3,2,10,4,109,1,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
6821,2017,5,7,2,1,10,4,602,6,99,1,27,4,4,6,9,1,4,6,3,2007,4,5
6822,2017,5,10,2,1,10,4,601,6,99,9,999,16,12,18,9,9,12,126,99,1999,3,5
6823,2017,5,21,4,3,10,4,1102,11,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
6824,2017,5,8,2,1,10,4,207,2,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
6825,2017,5,22,4,3,10,4,406,4,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
6826,2017,5,18,4,3,10,4,301,3,99,1,28,4,4,6,9,1,4,76,9,9999,6,5
6827,2017,5,6,2,1,10,4,312,3,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
6828,2017,6,10,2,1,10,5,101,1,16,2,25,4,4,6,9,1,1,56,4,2010,5,5
6829,2017,6,15,3,2,10,5,101,1,10,1,42,7,7,9,9,1,4,6,3,2013,5,5
6830,2017,6,18,4,3,10,5,109,1,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
6831,2017,6,9,2,1,10,5,110,1,99,9,999,16,12,18,9,9,4,999,99,9999,6,5
6832,2017,6,7,2,1,10,5,1001,10,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
6833,2017,6,15,3,2,10,5,203,2,99,2,30,5,5,7,9,1,22,999,3,9999,6,5
6834,2017,7,15,3,2,10,6,101,1,1,1,35,6,6,8,1,1,4,41,2,2016,5,5
6835,2017,7,4,1,1,10,6,103,1,99,9,999,16,12,18,1,9,1,999,99,9999,6,5
6836,2017,7,5,1,1,10,6,101,1,11,1,20,3,3,5,1,1,4,18,2,2016,5,5
6837,2017,7,18,4,3,10,6,109,1,99,9,999,16,12,18,1,9,4,999,99,9999,6,5
6838,2017,7,16,3,2,10,6,109,1,99,9,999,16,12,18,1,9,1,999,99,9999,6,5
6839,2017,7,21,4,3,10,6,113,1,99,9,999,16,12,18,1,9,1,999,99,9999,6,5
6840,2017,7,16,3,2,10,6,1601,16,99,1,27,4,4,6,1,1,4,999,5,9999,6,5
6841,2017,7,21,4,3,10,6,1703,17,99,9,999,16,12,18,1,9,1,999,99,9999,6,5
6842,2017,8,4,1,1,10,7,101,1,2,1,999,16,12,18,1,1,1,999,99,9999,6,5
6843,2017,8,0,1,1,10,7,101,1,5,9,999,16,12,18,9,9,99,999,99,9999,6,5
6844,2017,8,15,3,2,10,7,101,1,7,1,999,16,12,18,1,1,4,999,99,9999,6,5
6845,2017,8,19,4,3,10,7,109,1,99,9,999,16,12,18,9,9,1,52,1,9999,6,5
6846,2017,8,21,4,3,10,7,109,1,99,9,999,16,12,18,9,9,1,52,1,9999,6,5
6847,2017,8,19,4,3,10,7,117,1,99,1,16,2,2,4,1,2,4,67,99,9999,6,5
6848,2017,8,20,4,3,10,7,801,8,99,1,29,4,4,6,1,1,4,6,1,9999,6,5
6849,2017,8,1,1,1,10,7,206,2,99,1,19,2,2,4,1,1,4,999,5,9999,6,5
6850,2017,8,21,4,3,10,7,1714,17,99,1,999,16,12,18,1,1,1,999,99,9999,6,5
6851,2017,9,15,3,2,10,1,101,1,5,1,44,7,7,9,1,1,1,69,4,9999,6,5
6852,2017,9,9,2,1,10,1,106,1,99,1,32,5,5,7,1,1,6,19,2,9999,6,5
6853,2017,9,7,2,1,10,1,101,1,10,1,999,16,12,18,1,1,1,999,4,9999,6,5
6854,2017,9,22,4,3,10,1,101,1,12,1,20,3,3,5,1,1,4,18,5,2016,5,5
6855,2017,9,18,4,3,10,1,1201,12,99,1,44,7,7,9,2,1,9,69,4,9999,6,5
6856,2017,9,13,3,2,10,1,710,7,99,1,19,2,2,4,1,1,4,999,14,9999,6,5
6857,2017,9,19,4,3,10,1,301,3,99,1,23,3,3,5,1,1,4,999,3,9999,6,5
6858,2017,9,22,4,3,10,1,1002,10,99,9,999,16,12,18,9,9,2,69,4,9999,6,5
6859,2017,9,10,2,1,10,1,101,1,6,1,24,3,3,5,9,1,4,28,4,2013,5,5
6860,2017,10,10,2,1,10,2,101,1,8,1,22,3,3,5,1,1,4,6,5,9999,6,5
6861,2017,10,13,3,2,10,2,108,1,99,1,23,3,3,5,1,1,12,30,4,9999,6,5
6862,2017,10,19,4,3,10,2,1501,15,99,1,37,6,6,8,1,1,4,76,3,9999,6,5
6863,2017,11,23,4,3,10,3,101,1,7,9,999,16,12,18,9,9,99,999,99,9999,6,5
6864,2017,11,17,3,2,10,3,701,7,99,1,35,6,6,8,1,1,11,69,99,2015,5,5
6865,2017,12,13,3,2,10,4,101,1,1,1,23,3,3,5,1,1,9,52,2,2017,5,5
6866,2017,12,13,3,2,10,4,101,1,4,1,24,3,3,5,1,1,1,28,2,2017,5,5
6867,2017,12,19,4,3,10,4,101,1,21,1,43,7,7,9,2,1,3,69,2,9999,6,5
6868,2017,12,19,4,3,10,4,920,9,99,1,15,2,2,4,1,2,4,27,1,9999,6,5
6869,2017,13,18,4,3,10,5,1804,18,99,9,999,16,12,18,9,9,9,999,99,9999,6,5
6870,2017,13,13,3,2,10,5,1411,14,99,1,21,3,3,5,9,1,14,6,1,2017,5,5
6871,2017,13,17,3,2,10,5,404,4,99,1,27,4,4,6,1,1,4,27,1,9999,6,5
6872,2017,13,5,1,1,10,5,401,4,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
6873,2017,14,20,4,3,10,6,109,1,99,1,34,5,5,7,9,1,4,6,5,9999,6,5
6874,2017,14,21,4,3,10,6,110,1,99,9,999,16,12,18,9,9,4,999,99,9999,6,5
6875,2017,14,10,2,1,10,6,1312,13,99,9,999,16,12,18,9,9,4,999,99,9999,6,5
6876,2017,14,14,3,2,10,6,1610,16,99,1,29,4,4,6,2,1,4,18,5,2017,5,5
6877,2017,15,23,4,3,10,7,101,1,6,1,23,3,3,5,9,1,4,64,5,9999,6,5
6878,2017,15,3,1,1,10,7,101,1,10,9,999,16,12,18,9,9,1,999,2,9999,6,5
6879,2017,15,15,3,2,10,7,101,1,5,1,22,3,3,5,1,1,4,162,1,9999,6,5
6880,2017,15,20,4,3,10,7,101,1,15,1,31,5,5,7,1,1,4,6,3,2016,5,5
6881,2017,15,0,1,1,10,7,109,1,99,1,27,4,4,6,9,1,4,999,4,2015,5,5
6882,2017,15,18,4,3,10,7,1217,12,99,9,999,16,12,18,9,9,5,999,99,9999,6,5
6883,2017,15,2,1,1,10,7,1312,13,99,9,999,16,12,18,9,9,3,999,99,9999,6,5
6884,2017,15,0,1,1,10,7,301,3,99,1,37,6,6,8,2,1,2,69,5,1999,3,5
6885,2017,16,23,4,3,10,1,2211,22,99,9,999,16,12,18,9,9,4,999,99,9999,6,5
6886,2017,16,20,4,3,10,1,101,1,18,1,16,2,2,4,9,2,4,63,1,9999,6,5
6887,2017,16,18,4,3,10,1,101,1,21,1,24,3,3,5,9,1,4,20,9,9999,6,5
6888,2017,16,14,3,2,10,1,1106,11,99,9,999,16,12,18,9,9,4,999,5,9999,6,5
6889,2017,16,18,4,3,10,1,1420,14,99,1,16,2,2,4,9,2,4,67,5,9999,6,5
6890,2017,16,19,4,3,10,1,1412,14,99,1,22,3,3,5,9,1,3,69,9,9999,6,5
6891,2017,16,20,4,3,10,1,701,7,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
6892,2017,17,19,4,3,10,2,110,1,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
6893,2017,18,6,2,1,10,3,106,1,99,9,999,16,12,18,9,9,1,999,4,9999,6,5
6894,2017,18,0,1,1,10,3,101,1,12,1,28,4,4,6,9,1,4,100,3,2015,5,5
6895,2017,18,9,2,1,10,3,101,1,12,1,34,5,5,7,1,1,10,69,2,9999,6,5
6896,2017,18,18,4,3,10,3,2203,22,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
6897,2017,18,18,4,3,10,3,501,5,99,9,999,16,12,18,9,9,4,999,99,9999,6,5
6898,2017,18,18,4,3,10,3,710,7,99,1,52,9,9,11,9,1,2,69,3,9999,6,5
6899,2017,19,17,3,2,10,4,101,1,11,1,57,10,10,12,9,1,1,69,1,9999,6,5
6900,2017,19,0,1,1,10,4,101,1,12,9,999,16,12,18,9,9,99,999,99,9999,6,5
6901,2017,19,17,3,2,10,4,109,1,99,1,22,3,3,5,9,1,4,27,5,2016,5,5
6902,2017,19,9,2,1,10,4,117,1,99,1,37,6,6,8,1,1,6,999,3,9999,6,5
6903,2017,19,7,2,1,10,4,502,5,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
6904,2017,19,17,3,2,10,4,606,6,99,1,39,6,6,8,9,1,5,30,7,2004,4,5
6905,2017,19,21,4,3,10,4,1216,12,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
6906,2017,19,9,2,1,10,4,1709,17,99,1,48,8,8,10,1,1,5,26,2,9999,6,5
